1000,1,1,1,1,1
1001,1,1,1,1,1
1002,1,1,1,1,1
1003,1,1,1,1,1
1004,2,1,1,1,1
1005,2,1,1,1,1
1006,2,1,1,1,0
1007,2,1,1,1,0
1008,2,1,1,1,2
1009,2,1,1,1,2
1010,1,1,1,1,2
1011,1,1,1,1,2
1012,1,1,1,1,2
1013,1,1,1,1,2
1014,1,1,2,2,2
1015,1,1,2,2,2
1016,2,1,2,2,2
1017,1,1,2,2,2
1018,1,1,2,2,2
1019,1,1,2,2,2
1020,2,1,2,2,2
1021,1,1,1,2,2
1022,2,1,2,2,2
1023,1,1,1,2,2
1024,2,1,2,2,2
1025,1,1,1,2,2
1026,2,1,2,2,0
1027,1,1,1,2,0
1028,2,1,2,2,0
1029,1,1,1,2,0
1030,2,1,2,2,0
1031,1,1,1,2,0
1032,2,1,2,2,1
1033,1,1,1,2,0
1034,3,1,2,3,1
1035,1,1,1,2,0
1036,3,1,2,3,0
1037,1,1,1,2,1
1038,3,1,2,3,0
1039,3,1,1,3,1
1040,3,1,2,3,2
1041,3,1,1,3,0
1042,3,1,2,3,2
1043,3,1,1,3,0
1044,2,1,2,3,2
1045,1,1,3,2,2
1046,1,1,2,3,2
1047,1,1,3,2,2
1048,1,1,2,3,2
1049,1,1,3,2,2
1050,1,1,2,3,2
1051,1,1,3,2,0
1052,1,1,2,3,0
1053,2,1,3,2,0
1054,1,1,2,3,0
1055,2,1,3,2,0
1056,1,1,2,3,0
1057,2,1,3,2,0
1058,1,1,2,3,1
1059,2,1,3,2,1
1060,1,1,2,3,1
1061,2,1,3,2,1
1062,1,1,2,3,1
1063,2,1,3,2,1
1064,1,1,2,3,1
1065,2,1,3,2,1
1066,3,1,2,3,1
1067,3,1,3,2,1
1068,3,1,2,3,1
1069,3,1,3,2,1
1070,1,1,3,2,2
1071,1,1,2,2,2
1072,1,1,3,2,2
1073,1,1,2,2,2
1074,2,1,3,2,2
1075,1,1,2,2,0
1076,2,1,3,2,0
1077,1,1,2,2,0
1078,2,1,3,2,0
1079,1,1,2,2,0
1080,2,1,3,2,0
1081,1,1,2,2,0
1082,2,1,3,2,0
1083,1,1,2,2,1
1084,2,1,3,2,0
1085,3,1,2,2,1
1086,2,1,3,2,1
1087,3,1,2,3,0
1088,2,1,3,3,1
1089,3,1,2,3,0
1090,2,1,3,3,0
1091,3,1,2,3,2
1092,2,1,3,3,0
1093,3,1,2,3,2
1094,3,2,3,2,2
1095,2,1,2,3,2
1096,1,2,3,2,2
1097,1,2,2,3,2
1098,1,2,3,2,2
1099,1,2,2,3,2
1100,2,2,3,2,0
1101,1,2,2,3,2
1102,2,2,3,2,0
1103,1,2,2,3,0
1104,1,2,3,2,0
1105,1,2,2,3,0
1106,1,2,3,2,0
1107,1,2,2,3,0
1108,1,2,3,2,1
1109,1,2,2,3,1
1110,1,2,3,2,1
1111,1,2,2,3,1
1112,2,2,3,2,1
1113,2,2,2,3,1
1114,2,2,3,2,1
1115,2,2,2,3,1
1116,1,2,3,2,1
1117,2,2,2,3,1
1118,3,2,3,2,1
1119,3,2,2,3,1
2000,1,1,1,1,1
2001,1,1,1,1,1
2002,1,1,1,1,1
2003,1,1,1,1,1
2004,2,1,1,1,1
2005,2,1,1,1,1
2006,2,1,1,1,0
2007,2,1,1,1,0
2008,2,1,1,1,2
2009,2,1,1,1,2
2010,1,1,1,1,2
2011,1,1,1,1,2
2012,1,1,1,1,2
2013,1,1,1,1,2
2014,1,1,2,1,2
2015,1,1,2,1,2
2016,2,1,2,1,2
2017,1,1,2,1,2
2018,1,1,2,1,2
2019,1,1,2,1,2
2020,2,1,2,1,2
2021,1,1,1,1,2
2022,2,1,2,1,2
2023,1,1,1,1,2
2024,2,1,2,1,2
2025,1,1,1,1,2
2026,2,1,2,1,0
2027,1,1,1,1,0
2028,2,1,2,1,0
2029,1,1,1,1,0
2030,2,1,2,1,0
2031,1,1,1,1,0
2032,2,1,2,1,1
2033,1,1,1,1,0
2034,3,1,2,1,1
2035,1,1,1,1,0
2036,3,1,2,1,0
2037,1,1,1,1,1
2038,3,1,2,1,0
2039,3,1,1,1,1
2040,3,1,2,2,2
2041,3,1,1,1,0
2042,3,1,2,2,2
2043,3,1,1,1,0
2044,2,1,2,2,2
2045,1,1,3,2,2
2046,1,1,2,2,2
2047,1,1,3,2,2
2048,1,1,2,2,2
2049,1,1,3,2,2
2050,1,1,2,2,2
2051,1,1,3,1,0
2052,1,1,2,1,0
2053,2,1,3,1,0
2054,1,1,2,1,0
2055,2,1,3,1,0
2056,1,1,2,1,0
2057,2,1,3,1,0
2058,1,1,2,1,1
2059,2,1,3,1,1
2060,1,1,2,1,1
2061,2,1,3,1,1
2062,1,1,2,1,1
2063,2,1,3,1,1
2064,1,1,2,1,1
2065,2,1,3,1,1
2066,3,1,2,1,1
2067,3,1,3,1,1
2068,3,1,2,1,1
2069,3,1,3,1,1
2070,1,1,3,1,2
2071,1,1,2,1,2
2072,1,1,3,1,2
2073,1,1,2,1,2
2074,2,1,3,1,2
2075,1,1,2,1,0
2076,2,1,3,1,0
2077,1,1,2,1,0
2078,2,1,3,1,0
2079,1,1,2,1,0
2080,2,1,3,1,0
2081,1,1,2,1,0
2082,2,1,3,1,0
2083,1,1,2,1,1
2084,2,1,3,1,0
2085,3,1,2,1,1
2086,2,1,3,1,1
2087,3,1,2,1,0
2088,2,1,3,1,1
2089,3,1,2,1,0
2090,2,1,3,1,0
2091,3,1,2,2,2
2092,2,1,3,1,0
2093,3,1,2,2,2
2094,3,2,3,2,2
2095,2,1,2,2,2
2096,1,2,3,2,2
2097,1,2,2,2,2
2098,1,2,3,2,2
2099,1,2,2,2,2
2100,2,2,3,1,0
2101,1,2,2,2,2
2102,2,2,3,1,0
2103,1,2,2,1,0
2104,1,2,3,1,0
2105,1,2,2,1,0
2106,1,2,3,1,0
2107,1,2,2,1,0
2108,1,2,3,1,1
2109,1,2,2,1,1
2110,1,2,3,1,1
2111,1,2,2,1,1
2112,2,2,3,1,1
2113,2,2,2,1,1
2114,2,2,3,1,1
2115,2,2,2,1,1
2116,1,2,3,1,1
2117,2,2,2,1,1
2118,3,2,3,1,1
2119,3,2,2,1,1
